system:index,MNDWI,NBR,NDMI,NDVI,block_id,blue,class_numeric,dist_to_water,elev_rel_lake,green,nir,red,reserve_id,slope,swir1,swir2,.geo
9259,-0.4856445,0.517839,0.18808283,0.61527103,8.56404006E8,0.03617,6.0,67.08204,6.0,0.0600125,0.2420625,0.048435,7,4.6273675,0.1707825,0.078685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034500728924496,46.968041943395754]}"
9260,-0.47652593,0.6028531,0.2711442,0.7024924,8.56404006E8,0.031,6.0,42.426407,8.0,0.0518725,0.2425575,0.0398275,7,7.0034385,0.1365725,0.052945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034894931786563,46.968043336962225]}"
9261,-0.5118138,0.69885117,0.38969657,0.81109184,8.56404006E8,0.02825,2.0,30.0,9.0,0.0470875,0.297805,0.0317975,7,8.407212,0.134565,0.055805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.03528913466912,46.96804472917191]}"
9262,-0.44108593,0.6983383,0.3815665,0.8020192,8.56404006E8,0.02836,1.0,0.0,12.0,0.0478575,0.308915,0.034465,7,8.407212,0.13715,0.05487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.035683337572128,46.96804612002484]}"
9263,-0.44528836,0.7069377,0.38481346,0.7906073,8.56404006E8,0.03045,1.0,0.0,13.0,0.0478575,0.294725,0.034465,7,0.92740995,0.133025,0.05487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036077540495591,46.96804750952097]}"
9264,-0.51577604,0.6928352,0.40448564,0.8057188,8.56404006E8,0.03045,3.0,30.0,13.0,0.0520375,0.363475,0.03782,7,0.92740995,0.1552725,0.0659525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0364717434394635,46.96804889766036]}"
9265,-0.49708343,0.68451035,0.38377166,0.8070918,8.56404006E8,0.032155,3.0,42.426407,13.0,0.0634775,0.40137,0.0445575,7,1.8543341,0.188905,0.076925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036865946403741,46.96805028444297]}"
9266,-0.5093237,0.6203099,0.31697336,0.7682399,8.56404006E8,0.039415,5.0,67.08204,13.0,0.0683725,0.4119575,0.057895,7,2.2983842,0.2086225,0.0899875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037260149388431,46.968051669868814]}"
9267,-0.5056194,0.49284962,0.25169206,0.6856938,8.56404006E8,0.0469225,5.0,94.86833,10.0,0.0803625,0.3825875,0.06587,7,6.1513305,0.228725,0.1180375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037654352393443,46.96805305393786]}"
9268,-0.47610897,0.5149063,0.20896551,0.66873795,8.56504006E8,0.044585,5.0,123.69317,9.0,0.07885,0.3224175,0.06224,7,5.7095423,0.21096,0.1032425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038048555418836,46.96805443665019]}"
9269,-0.49066544,0.48240396,0.18062639,0.67810345,8.56504006E8,0.04453,5.0,152.97058,9.0,0.076705,0.3084475,0.058555,7,6.1694098,0.2140675,0.1076975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038442758464524,46.96805581800569]}"
9270,-0.48072997,0.5256263,0.2614954,0.7090153,8.56504006E8,0.04079,5.0,182.48288,13.0,0.0721675,0.3177975,0.057345,7,6.5530972,0.18995,0.098815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038836961530525,46.96805719800443]}"
9271,-0.46651298,0.6623663,0.3703816,0.777474,8.56504006E8,0.0303675,5.0,212.13203,15.0,0.047775,0.302315,0.0398,7,5.4957404,0.13836,0.0619375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039231164616828,46.96805857664638]}"
9272,-0.4711662,0.73160666,0.4083537,0.78785515,8.56504006E8,0.0273975,3.0,241.86774,17.0,0.0437325,0.3098775,0.03628,7,3.9448452,0.1271125,0.05014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0396253677233895,46.96805995393161]}"
9273,0.6377356,0.61037964,0.42455178,-0.094697714,8.56204006E8,0.0509925,2.0,30.0,1.7053026E-13,0.0713425,0.03023,0.041175,7,0.92740995,0.0132625,0.0098525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.029768235652596,46.968294965396424]}"
9274,0.5828642,0.6480962,0.34851107,-0.0060518314,8.56304006E8,0.048435,2.0,60.0,5.0,0.0713425,0.0378475,0.0377925,7,8.887205,0.0201925,0.006745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030162440249236,46.96829637525115]}"
9275,0.44516563,0.55657285,0.30869606,0.06610998,8.56304006E8,0.0484075,6.0,90.0,6.0,0.07478,0.0507725,0.041175,7,6.1694155,0.02682,0.0115025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030556644866649,46.96829778374915]}"
9276,0.22714828,0.59160346,0.33650962,0.30566028,8.56304006E8,0.0484075,2.0,120.0,7.0,0.0722775,0.0796475,0.0428525,7,2.7802885,0.0375725,0.0178825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030950849504713,46.96829919089033]}"
9277,-0.16345088,0.54917765,0.28514355,0.50325114,8.56304006E8,0.0407625,2.0,150.0,5.0,0.063835,0.1729,0.0428525,7,4.8211136,0.0905375,0.0409825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.031345054163499,46.96830059667473]}"
9278,-0.4006936,0.5476586,0.25963044,0.6001579,8.56304006E8,0.0381775,2.0,161.55495,5.0,0.056025,0.233015,0.046895,7,3.7047918,0.1383325,0.0602875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.031739258842927,46.96830200110236]}"
9279,-0.4738273,0.59033066,0.32979915,0.6924375,8.56304006E8,0.03408,2.0,134.16408,5.0,0.0528625,0.2800675,0.044255,7,1.8543341,0.1552725,0.06477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032133463542984,46.968303404173234]}"
9280,-0.4726306,0.6453147,0.3079857,0.74021655,8.56304006E8,0.0367475,2.0,108.16654,5.0,0.0558875,0.3098775,0.0433475,7,0.92740995,0.166465,0.0677675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032527668263698,46.96830480588729]}"
9281,-0.51580405,0.55638546,0.20364866,0.5816348,8.56304006E8,0.0432375,6.0,84.85281,5.0,0.0691975,0.3006925,0.0782725,7,0.0,0.2001525,0.0904275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032921873004988,46.96830620624462]}"
9282,-0.52925384,0.45701253,0.15651509,0.4757468,8.56304006E8,0.0508,6.0,67.08204,5.0,0.081435,0.2793525,0.094745,7,1.3589004,0.2097775,0.0993925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033316077766885,46.968307605245144]}"
9283,-0.5226424,0.41616333,0.09761455,0.5028994,8.56304006E8,0.0420275,6.0,60.0,6.0,0.0712325,0.2667025,0.0788225,7,1.3589004,0.219265,0.1096775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033710282549322,46.96830900288888]}"
9284,-0.5370433,0.44764456,0.08651043,0.58362913,8.56404006E8,0.0405975,4.0,67.08204,6.0,0.063615,0.25661,0.0632025,7,2.8697836,0.2121975,0.0933425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0341044873523275,46.96831039917585]}"
9285,-0.522716,0.433748,0.12153817,0.5859436,8.56404006E8,0.040295,6.0,60.0,4.0,0.0635875,0.25199,0.059105,7,2.8697836,0.2015275,0.0973025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034498692175833,46.968311794106036]}"
9286,-0.50577724,0.51788884,0.18808283,0.6450608,8.56404006E8,0.0361425,2.0,30.0,5.0,0.059105,0.23538,0.04684,7,5.4957557,0.1604425,0.07291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034892897019844,46.96831318767945]}"
9287,-0.476789,0.6349198,0.34261224,0.7484665,8.56404006E8,0.0311925,1.0,0.0,7.0,0.0478575,0.286695,0.03529,7,5.4957557,0.13924,0.0619375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.035287101884356,46.96831457989609]}"
9288,-0.46819323,0.69959885,0.3770331,0.7785774,8.56404006E8,0.0251975,1.0,0.0,8.0,0.0437875,0.280975,0.0347675,7,7.7325215,0.134565,0.052945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.03568130676931,46.96831597075597]}"
9289,-0.4631952,0.6859145,0.37642586,0.7907953,8.56404006E8,0.0302575,3.0,30.0,13.0,0.0437875,0.2757225,0.0332,7,4.4704914,0.1267825,0.0529175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036075511674739,46.96831736025905]}"
9290,-0.43634585,0.6923262,0.40131992,0.79456544,8.56404006E8,0.02836,3.0,42.426407,14.0,0.0470325,0.2989325,0.0349875,7,1.645009,0.133025,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036469716600555,46.96831874840536]}"
9291,-0.47318962,0.70336646,0.3938425,0.7913639,8.56404006E8,0.0295975,5.0,67.08204,14.0,0.051845,0.32503,0.0344925,7,1.3589004,0.14232,0.05949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0368639215467885,46.96832013519488]}"
9292,-0.5049939,0.67254263,0.37689808,0.80919284,8.56404006E8,0.03254,5.0,84.85281,13.0,0.054595,0.37354,0.0394975,7,1.645009,0.1708375,0.07478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0372581265134215,46.96832152062765]}"
9293,-0.5146458,0.64201844,0.34051383,0.7591357,8.56404006E8,0.0376275,5.0,108.16654,12.0,0.0683725,0.392075,0.0539625,7,4.8211136,0.2019125,0.0854775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037652331500404,46.968322904703584]}"
9294,-0.5223435,0.59668964,0.27824637,0.70497996,8.56504006E8,0.0420825,5.0,134.16408,12.0,0.07434,0.3735675,0.060865,7,5.709544,0.2109325,0.0977975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038046536507752,46.9683242874228]}"
9295,-0.506011,0.59993106,0.29599833,0.73403674,8.56504006E8,0.039745,5.0,161.55495,13.0,0.0678225,0.3596525,0.057345,7,6.1694155,0.1953675,0.0899325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038440741535399,46.96832566878522]}"
9296,-0.48465225,0.6850326,0.35708812,0.7722223,8.56504006E8,0.0332,5.0,189.73666,15.0,0.0516525,0.3177425,0.0403225,7,3.8839457,0.1501025,0.0689225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038834946583354,46.96832704879084]}"
9297,-0.44141626,0.7191324,0.40580773,0.7999303,8.56504006E8,0.027425,5.0,218.40329,16.0,0.04673,0.2969525,0.03496,7,2.7162738,0.1305225,0.05487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039229151651599,46.96832842743969]}"
9298,-0.44698343,0.7191324,0.40164703,0.7977689,8.56504006E8,0.030505,5.0,247.38634,18.0,0.0437325,0.290875,0.031715,7,2.7162738,0.129395,0.052615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039623356740131,46.96832980473177]}"
9299,-0.45812076,0.7403625,0.420034,0.7975472,8.56504006E8,0.027425,3.0,256.3201,19.0,0.043815,0.3022875,0.032925,7,0.0,0.1241975,0.0476925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.040017561848886,46.96833118066707]}"
9300,-0.46781003,0.73438686,0.42956588,0.79619485,8.56504006E8,0.0281125,3.0,268.32816,18.0,0.043705,0.3022875,0.0348775,7,2.7162738,0.1241975,0.04915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0404117669778365,46.96833255524558]}"
9301,0.65443075,0.580737,0.40677896,-0.019032875,8.56204006E8,0.0510475,1.0,0.0,1.7053026E-13,0.0744225,0.035345,0.03782,7,0.0,0.0132625,0.007845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.029371968541906,46.968563404790984]}"
9302,0.7352425,0.6265163,0.5480127,-0.019032875,8.56204006E8,0.0533025,2.0,30.0,1.7053026E-13,0.0713425,0.035345,0.03683,7,0.0,0.011695,0.0078725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.029766175099783,46.96856481600955]}"
9303,0.73396814,0.6069393,0.539,0.02713497,8.56304006E8,0.0546225,2.0,60.0,1.7053026E-13,0.0739275,0.0353175,0.03782,7,4.6273675,0.0108425,0.008285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030160381678405,46.96856622587132]}"
9304,0.6044086,0.529829,0.4149112,-0.0060518314,8.56304006E8,0.05113,2.0,84.85281,1.7053026E-13,0.0744225,0.03529,0.04046,7,12.034476,0.0132625,0.0115025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030554588277759,46.9685676343763]}"
9305,0.65443075,0.54650855,0.41800824,-0.039724313,8.56304006E8,0.0489575,2.0,108.16654,8.0,0.0744225,0.037875,0.041175,7,13.588033,0.0145,0.008285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030948794897803,46.968569041524525]}"
9306,0.5173744,0.530906,0.2712922,0.12014814,8.56304006E8,0.0447225,2.0,127.27922,8.0,0.0698575,0.05278,0.0441175,7,3.8839557,0.0237675,0.0161225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.031343001538558,46.96857044731594]}"
9307,-0.07323932,0.563734,0.25465292,0.41958156,8.56304006E8,0.0425225,2.0,150.0,7.0,0.063945,0.137865,0.0445575,7,3.2873223,0.080885,0.038205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.031737208199941,46.96857185175058]}"
9308,-0.45225996,0.5723874,0.25238714,0.6761937,8.56304006E8,0.0371325,2.0,123.69317,6.0,0.06356,0.2518525,0.05289,7,1.6450149,0.1580225,0.0689225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032131414881979,46.968573254828435]}"
9309,-0.48501462,0.6207213,0.30659834,0.75456154,8.56304006E8,0.0325125,2.0,94.86833,5.0,0.05916,0.3098775,0.04145,7,1.6450149,0.16366,0.0721125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032525621584674,46.9685746565495]}"
9310,-0.5215072,0.6528405,0.3247924,0.74025273,8.56304006E8,0.0351525,2.0,67.08204,5.0,0.0591325,0.3349575,0.0469225,7,1.6450149,0.178675,0.07324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032919828307922,46.96857605691382]}"
9311,-0.51091623,0.41799635,0.11535303,0.54868585,8.56304006E8,0.04574,6.0,42.426407,6.0,0.0800325,0.286805,0.0831675,7,2.869797,0.2303475,0.1230975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033314035051788,46.96857745592131]}"
9312,-0.5233315,0.3992762,0.069133885,0.58704287,8.56304006E8,0.0403225,6.0,30.0,7.0,0.067905,0.27069,0.065815,7,1.6450149,0.2178075,0.105195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033708241816209,46.96857885357203]}"
9313,-0.5565658,0.41645718,0.07849237,0.6444406,8.56404006E8,0.038205,6.0,42.426407,6.0,0.063615,0.2667025,0.0570975,7,2.7162879,0.2232525,0.105195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034102448601182,46.96858024986598]}"
9314,-0.5528533,0.45974192,0.09250558,0.6054069,8.56404006E8,0.039195,4.0,67.08204,5.0,0.06389,0.2685725,0.0573725,7,3.2873223,0.2170375,0.0973025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034496655406669,46.968581644803145]}"
9315,-0.48553497,0.45278922,0.12099182,0.60942394,8.56404006E8,0.0381225,2.0,42.426407,4.0,0.063505,0.2425025,0.059105,7,1.3589075,0.1849175,0.0881175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.03489086223265,46.96858303838352]}"
9316,-0.48942378,0.5462962,0.21867085,0.6450608,8.56404006E8,0.036115,2.0,30.0,5.0,0.05476,0.255675,0.0483525,7,3.2873223,0.155245,0.0765675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.03528506907913,46.9685844306071]}"
9317,-0.4673502,0.6356574,0.29109773,0.7270383,8.56404006E8,0.029625,3.0,30.0,6.0,0.04783,0.2643925,0.0412025,7,5.7252665,0.1393775,0.0602875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0356792759460625,46.9685858214739]}"
9318,-0.44588548,0.66817605,0.3475426,0.773036,8.56404006E8,0.0277275,3.0,42.426407,11.0,0.04783,0.2718175,0.034795,7,6.151358,0.1267825,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036073482833461,46.96858721098391]}"
9319,-0.43046686,0.670638,0.37249544,0.7854944,8.56404006E8,0.025335,5.0,67.08204,12.0,0.0469775,0.2871075,0.034795,7,5.7095456,0.1299175,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036467689741248,46.96858859913715]}"
9320,-0.49781272,0.6866028,0.35166836,0.78685963,8.56404006E8,0.0301475,5.0,84.85281,13.0,0.047775,0.2984925,0.0349875,7,4.5894117,0.1449325,0.0569325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036861896669461,46.96858998593359]}"
9321,-0.49031815,0.69203776,0.3840787,0.7975742,8.56404006E8,0.0281675,5.0,108.16654,14.0,0.047775,0.3363875,0.035125,7,2.869797,0.1526875,0.0639725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037256103618062,46.96859137137323]}"
9322,-0.52423483,0.6936707,0.38896704,0.80928206,8.56404006E8,0.0295975,5.0,127.27922,15.0,0.0518175,0.3590475,0.0378475,7,5.547545,0.1604425,0.0689225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037650310587028,46.96859275545615]}"
9323,-0.49485603,0.66516733,0.35436115,0.7981204,8.56504006E8,0.03463,5.0,150.0,15.0,0.059105,0.3847875,0.0440625,7,5.547545,0.1749625,0.076595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038044517576342,46.96859413818223]}"
9324,-0.46734488,0.71017164,0.39737558,0.77231276,8.56504006E8,0.03408,5.0,174.92856,15.0,0.05586,0.3427675,0.044035,7,3.7047918,0.14474,0.0607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038438724585969,46.968595519551535]}"
9325,-0.48859376,0.73367196,0.41827273,0.8116765,8.56504006E8,0.0305325,5.0,201.24612,16.0,0.043815,0.3174125,0.03452,7,0.92740995,0.1345375,0.0529725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038832931615896,46.96859689956406]}"
9326,-0.45889726,0.7260691,0.4221795,0.7999303,8.56504006E8,0.02726,5.0,212.13203,15.0,0.04332,0.2969525,0.0327875,7,0.0,0.129395,0.04915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039227138666121,46.968598278219794]}"
9327,-0.44141626,0.7110363,0.40781802,0.7977009,8.56504006E8,0.0284425,5.0,218.40329,17.0,0.0459875,0.290875,0.0329525,7,2.2983925,0.1267825,0.0529175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039621345736623,46.96859965551875]}"
9328,-0.4445462,0.7253057,0.4177409,0.80855423,8.56504006E8,0.0253075,5.0,228.47319,17.0,0.0411475,0.29467,0.032925,7,2.7802885,0.123675,0.052615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.040015552827344,46.96860103146092]}"
9329,-0.4600486,0.7226326,0.4226762,0.79937476,8.56504006E8,0.0302025,5.0,241.86774,17.0,0.04112,0.305065,0.0311925,7,3.0936782,0.1241975,0.04915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.04040975993829,46.96860240604627]}"
9330,0.7089032,0.57778955,0.49673387,-0.014250125,8.56204006E8,0.05333,1.0,0.0,1.7053026E-13,0.0744225,0.035345,0.03683,7,0.0,0.0127125,0.00878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.029369905986365,46.968833255383856]}"
9331,0.6640205,0.5835504,0.36647987,-0.05546319,8.56204006E8,0.05256,2.0,30.0,1.7053026E-13,0.07643,0.03353,0.03881,7,0.0,0.015545,0.008285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.029764114526223,46.96883466660947]}"
9332,0.67516756,0.53578424,0.46636203,-0.08879131,8.56304006E8,0.051075,2.0,42.426407,1.7053026E-13,0.0739275,0.0302025,0.03782,7,0.0,0.011695,0.0098525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030158323086839,46.96883607647826]}"
9333,0.6817471,0.6265163,0.44143775,-0.019013828,8.56304006E8,0.050965,6.0,67.08204,1.7053026E-13,0.072525,0.03529,0.041175,7,0.0,0.013675,0.007845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030552531668187,46.96883748499029]}"
9334,0.612201,0.5329177,0.3947714,-0.07457947,8.56304006E8,0.0468675,2.0,84.85281,1.7053026E-13,0.0744225,0.0352625,0.04046,7,11.891703,0.0156825,0.008285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.030946740270229,46.968838892145534]}"
9335,0.6733173,0.567109,0.37675533,-0.088043824,8.56304006E8,0.04838,2.0,108.16654,8.0,0.071315,0.034465,0.04178,7,7.3788605,0.0136475,0.0078725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0313409488929635,46.96884029794396]}"
9336,0.20603797,0.5813109,0.26912102,0.23147735,8.56304006E8,0.0460425,2.0,123.69317,7.0,0.067905,0.0707925,0.044145,7,2.2983966,0.0426875,0.025005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.031735157536341,46.9688417023856]}"
9337,-0.33330712,0.57289827,0.28217474,0.5999593,8.56304006E8,0.0382875,2.0,120.0,6.0,0.06356,0.2270475,0.046895,7,1.6450207,0.127415,0.052945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032129366200362,46.968843105470484]}"
9338,-0.5074201,0.6401617,0.33245543,0.75142014,8.56304006E8,0.0317975,2.0,90.0,6.0,0.0547875,0.30336,0.0412025,7,0.0,0.155245,0.0663375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032523574885024,46.96884450719854]}"
9339,-0.5049564,0.59863377,0.2887517,0.66250694,8.56304006E8,0.034575,2.0,60.0,6.0,0.0610025,0.30534,0.05916,7,0.0,0.176915,0.0827275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.032917783590291,46.968845907569836]}"
9340,-0.5065671,0.42223167,0.093482114,0.54376084,8.56304006E8,0.04321,2.0,30.0,6.0,0.0691425,0.27531,0.074505,7,1.6450207,0.2146725,0.105195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033311992316152,46.96884730658433]}"
9341,-0.5145064,0.4436125,0.105371796,0.60161054,8.56304006E8,0.039305,1.0,0.0,7.0,0.0712325,0.27531,0.06147,7,2.2983966,0.2217125,0.1007675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.033706201062551,46.96884870424201]}"
9342,-0.5183268,0.48376566,0.13208905,0.6132334,8.56404006E8,0.0457125,6.0,30.0,6.0,0.0712325,0.2846875,0.0632025,7,1.6450207,0.22669,0.1041775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034100409829506,46.96885010054291]}"
9343,-0.52254945,0.4786366,0.1415381,0.5780239,8.56404006E8,0.040075,2.0,42.426407,6.0,0.06906,0.2851,0.070105,7,1.3589146,0.21701,0.1007675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034494618616987,46.96885149548703]}"
9344,-0.5111143,0.42231894,0.10087346,0.56794226,8.56404006E8,0.0400475,6.0,30.0,5.0,0.071205,0.2706625,0.07137,7,0.92740995,0.2115375,0.105195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034888827424962,46.96885288907436]}"
9345,-0.48210973,0.433728,0.1116479,0.55136055,8.56404006E8,0.0400475,1.0,0.0,5.0,0.069005,0.26442,0.07005,7,1.3589146,0.209805,0.097715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.035283036253436,46.96885428130491]}"
9346,-0.5111969,0.50784755,0.18587662,0.6841965,8.56404006E8,0.0360325,4.0,30.0,6.0,0.0598475,0.275365,0.0541825,7,2.716302,0.1786475,0.0785475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.035677245102365,46.96885567217865]}"
9347,-0.50710595,0.60136557,0.2803073,0.70861316,8.56404006E8,0.0325675,4.0,60.0,8.0,0.05476,0.280975,0.0439525,7,3.9448524,0.155245,0.07291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036071453971756,46.96885706169561]}"
9348,-0.45643377,0.6646936,0.34683838,0.7697812,8.56404006E8,0.0281675,4.0,84.85281,8.0,0.04376,0.268105,0.03177,7,5.7095475,0.129395,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.03646566286155,46.96885844985576]}"
9349,-0.52009493,0.64088595,0.3192283,0.7716035,8.56404006E8,0.0301475,5.0,108.16654,10.0,0.0478025,0.290875,0.037875,7,6.151372,0.1501025,0.0629275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.036859871771744,46.96885983665912]}"
9350,-0.5074287,0.6841597,0.36696234,0.7732983,8.56404006E8,0.028415,5.0,127.27922,12.0,0.0460425,0.29467,0.0317425,7,8.304678,0.1337675,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037254080702352,46.96886122210573]}"
9351,-0.49124506,0.69738936,0.3815665,0.77731234,8.56404006E8,0.0278925,5.0,150.0,18.0,0.0477475,0.3022875,0.0350975,7,3.8839655,0.13715,0.0588025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.037648289653287,46.96886260619549]}"
9352,-0.46208632,0.71980256,0.4009915,0.7858223,8.56504006E8,0.0305325,5.0,169.70563,18.0,0.04541,0.318155,0.03507,7,3.0936813,0.1361325,0.052945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038042498624607,46.96886398892849]}"
9353,-0.46454936,0.71638536,0.41178083,0.80755955,8.56504006E8,0.02847,5.0,182.48288,17.0,0.046785,0.32734,0.03485,7,3.0936813,0.139735,0.058445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0384367076162295,46.968865370304684]}"
9354,-0.50403214,0.7211613,0.4302359,0.822145,8.56504006E8,0.0305325,5.0,180.0,16.0,0.046895,0.343895,0.03452,7,1.6450207,0.1422925,0.0609475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.038830916628151,46.9688667503241]}"
9355,-0.50450635,0.70910984,0.420105,0.8183132,8.56504006E8,0.03056,5.0,182.48288,16.0,0.0412025,0.3303375,0.03452,7,0.92740995,0.1361325,0.0566025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039225125660371,46.96886812898669]}"
9356,-0.47725755,0.71560186,0.40569526,0.8097381,8.56504006E8,0.02847,5.0,189.73666,16.0,0.043705,0.306055,0.03452,7,0.92740995,0.12989,0.05289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.039619334712865,46.96886950629252]}"
9357,-0.48979563,0.7155539,0.41289458,0.81417054,8.56504006E8,0.02847,5.0,201.24612,16.0,0.042165,0.308805,0.032925,7,1.3589146,0.12802,0.05366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.040013543785593,46.96887088224157]}"
9358,-0.47725755,0.71910876,0.4053599,0.80554014,8.56504006E8,0.02847,5.0,216.33308,15.0,0.0467025,0.30545,0.0328975,7,1.6450207,0.1299175,0.04915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.040407752878547,46.9688722568338]}"
9359,-0.45501825,0.68786687,0.39988747,0.792481,8.56504006E8,0.02847,3.0,234.3075,16.0,0.0466475,0.2971175,0.0327875,7,1.3589146,0.1241975,0.052615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0408019619916855,46.96887363006922]}"
